,0,1,2,3,4,5,6,7,8,9
4613,49.0,2.0,78.0,0.0,46.0,-30.0,29.0,32.0,2.0,1.0
4614,55.0,0.0,79.0,0.0,8.0,-5.0,23.0,71.0,48.0,4.0
4615,68.0,67.0,82.0,0.0,-42.0,-6.0,13.0,126.0,112.0,2.0
4616,56.0,0.0,96.0,-4.0,50.0,-2.0,40.0,47.0,6.0,4.0
4617,37.0,0.0,84.0,0.0,26.0,-19.0,47.0,58.0,10.0,1.0
4618,49.0,0.0,87.0,-7.0,46.0,-8.0,38.0,41.0,2.0,1.0
4619,46.0,0.0,85.0,-1.0,46.0,-1.0,39.0,39.0,0.0,1.0
4620,49.0,-2.0,83.0,-1.0,46.0,-17.0,34.0,36.0,2.0,1.0
4621,55.0,-2.0,78.0,0.0,54.0,-3.0,23.0,24.0,2.0,1.0
4622,56.0,-1.0,95.0,0.0,54.0,25.0,40.0,41.0,2.0,1.0
4623,37.0,0.0,77.0,0.0,26.0,-27.0,40.0,51.0,10.0,1.0
4624,48.0,-2.0,77.0,0.0,46.0,-4.0,28.0,30.0,2.0,1.0
4625,55.0,0.0,77.0,0.0,20.0,-26.0,22.0,57.0,34.0,4.0
4626,41.0,-3.0,83.0,0.0,42.0,8.0,42.0,41.0,0.0,1.0
4627,43.0,0.0,77.0,-5.0,42.0,0.0,34.0,36.0,2.0,1.0
4628,45.0,4.0,79.0,0.0,44.0,0.0,33.0,35.0,2.0,1.0
4629,43.0,0.0,85.0,0.0,44.0,8.0,42.0,41.0,0.0,1.0
4630,39.0,-2.0,77.0,0.0,38.0,0.0,38.0,38.0,0.0,1.0
4631,37.0,0.0,79.0,-3.0,0.0,9.0,42.0,79.0,36.0,1.0
4632,45.0,-5.0,93.0,0.0,46.0,5.0,48.0,47.0,0.0,1.0
4633,27.0,-105.0,78.0,0.0,42.0,10.0,51.0,37.0,-14.0,1.0
4634,55.0,0.0,84.0,-7.0,54.0,0.0,30.0,30.0,0.0,1.0
4635,41.0,0.0,83.0,0.0,38.0,-8.0,42.0,44.0,2.0,1.0
4636,48.0,4.0,86.0,0.0,46.0,0.0,39.0,40.0,2.0,1.0
4637,89.0,-40.0,107.0,0.0,64.0,-18.0,18.0,42.0,24.0,3.0
4638,56.0,0.0,99.0,8.0,46.0,0.0,42.0,52.0,10.0,4.0
4639,37.0,0.0,80.0,2.0,12.0,-10.0,43.0,67.0,24.0,1.0
4640,37.0,0.0,78.0,0.0,-4.0,17.0,41.0,83.0,42.0,1.0
4641,48.0,0.0,88.0,-5.0,46.0,-9.0,40.0,42.0,2.0,1.0
4642,75.0,1.0,79.0,8.0,-42.0,0.0,5.0,123.0,118.0,5.0
4643,49.0,0.0,84.0,0.0,46.0,-17.0,36.0,38.0,2.0,1.0
4644,39.0,-7.0,91.0,0.0,6.0,20.0,51.0,86.0,34.0,1.0
4645,43.0,0.0,85.0,5.0,44.0,14.0,42.0,41.0,0.0,1.0
4646,43.0,0.0,81.0,1.0,42.0,-3.0,38.0,40.0,2.0,1.0
4647,48.0,5.0,86.0,0.0,46.0,0.0,37.0,39.0,2.0,1.0
4648,46.0,2.0,81.0,0.0,46.0,9.0,35.0,34.0,0.0,1.0
4649,46.0,0.0,89.0,-7.0,46.0,0.0,43.0,42.0,0.0,1.0
4650,37.0,0.0,97.0,0.0,26.0,-1.0,60.0,71.0,12.0,1.0
4651,37.0,5.0,77.0,0.0,36.0,0.0,41.0,41.0,0.0,1.0
4652,38.0,0.0,107.0,2.0,38.0,0.0,69.0,68.0,0.0,1.0
4653,41.0,1.0,93.0,0.0,42.0,6.0,52.0,52.0,0.0,1.0
4654,37.0,0.0,79.0,0.0,28.0,-30.0,43.0,51.0,8.0,1.0
4655,49.0,4.0,86.0,0.0,50.0,0.0,37.0,37.0,0.0,1.0
4656,56.0,0.0,81.0,0.0,-10.0,3.0,25.0,92.0,66.0,4.0
4657,56.0,0.0,97.0,0.0,54.0,13.0,40.0,42.0,2.0,1.0
4658,37.0,0.0,83.0,0.0,30.0,-12.0,46.0,52.0,6.0,1.0
4659,53.0,-4.0,102.0,-3.0,54.0,4.0,49.0,48.0,0.0,1.0
4660,47.0,5.0,77.0,0.0,46.0,0.0,29.0,30.0,0.0,1.0
4661,37.0,0.0,79.0,0.0,16.0,11.0,42.0,63.0,22.0,1.0
4662,56.0,0.0,78.0,0.0,6.0,-7.0,22.0,73.0,50.0,4.0
4663,37.0,-1.0,100.0,0.0,36.0,-14.0,63.0,64.0,2.0,1.0
4664,46.0,0.0,77.0,0.0,46.0,12.0,32.0,31.0,0.0,1.0
4665,53.0,0.0,82.0,0.0,52.0,-8.0,29.0,30.0,2.0,1.0
4666,46.0,2.0,80.0,0.0,44.0,-25.0,34.0,36.0,2.0,1.0
4667,41.0,0.0,83.0,0.0,38.0,-21.0,42.0,44.0,2.0,1.0
4668,48.0,0.0,84.0,-4.0,46.0,0.0,36.0,37.0,2.0,1.0
4669,49.0,0.0,85.0,0.0,50.0,14.0,36.0,36.0,0.0,1.0
4670,52.0,-5.0,84.0,1.0,52.0,0.0,32.0,32.0,0.0,1.0
4671,46.0,0.0,76.0,1.0,44.0,-30.0,30.0,32.0,2.0,1.0
4672,37.0,0.0,75.0,0.0,24.0,14.0,38.0,52.0,14.0,1.0
4673,49.0,0.0,79.0,0.0,50.0,24.0,30.0,30.0,0.0,1.0
4674,55.0,0.0,81.0,0.0,54.0,-17.0,26.0,27.0,2.0,1.0
4675,56.0,0.0,77.0,0.0,-6.0,-4.0,21.0,85.0,64.0,4.0
4676,50.0,1.0,86.0,2.0,50.0,0.0,36.0,37.0,2.0,1.0
4677,85.0,-2.0,88.0,0.0,0.0,-25.0,3.0,88.0,84.0,5.0
4678,40.0,1.0,93.0,0.0,38.0,0.0,53.0,55.0,2.0,1.0
4679,37.0,0.0,79.0,0.0,12.0,-21.0,42.0,66.0,24.0,1.0
4680,40.0,1.0,102.0,0.0,38.0,0.0,62.0,63.0,2.0,1.0
4681,37.0,0.0,74.0,0.0,28.0,12.0,38.0,46.0,8.0,1.0
4682,37.0,0.0,83.0,5.0,26.0,0.0,46.0,57.0,12.0,1.0
4683,85.0,-1.0,88.0,0.0,6.0,13.0,3.0,83.0,80.0,5.0
4684,50.0,0.0,102.0,0.0,50.0,0.0,51.0,53.0,2.0,1.0
4685,56.0,0.0,95.0,0.0,50.0,30.0,40.0,46.0,6.0,4.0
4686,41.0,1.0,86.0,0.0,38.0,-23.0,45.0,48.0,2.0,1.0
4687,45.0,1.0,83.0,0.0,44.0,0.0,38.0,39.0,2.0,1.0
4688,56.0,0.0,77.0,0.0,24.0,30.0,22.0,54.0,32.0,4.0
4689,56.0,1.0,79.0,0.0,6.0,0.0,23.0,74.0,50.0,4.0
4690,42.0,2.0,108.0,-1.0,42.0,-1.0,66.0,66.0,0.0,1.0
4691,44.0,2.0,83.0,5.0,44.0,12.0,40.0,39.0,0.0,1.0
4692,41.0,0.0,89.0,0.0,38.0,-23.0,48.0,50.0,2.0,1.0
4693,37.0,0.0,79.0,0.0,0.0,7.0,42.0,79.0,36.0,1.0
4694,45.0,0.0,84.0,0.0,44.0,-4.0,40.0,41.0,2.0,1.0
4695,47.0,0.0,84.0,3.0,46.0,0.0,36.0,37.0,0.0,1.0
4696,55.0,0.0,95.0,5.0,36.0,0.0,40.0,59.0,20.0,4.0
4697,37.0,0.0,76.0,0.0,34.0,-23.0,39.0,42.0,2.0,1.0
4698,37.0,0.0,93.0,0.0,10.0,-7.0,56.0,83.0,26.0,1.0
4699,37.0,0.0,79.0,2.0,34.0,0.0,43.0,46.0,2.0,1.0
4700,44.0,4.0,81.0,0.0,44.0,0.0,37.0,37.0,0.0,1.0
4701,37.0,0.0,76.0,0.0,36.0,23.0,39.0,39.0,0.0,1.0
4702,45.0,0.0,85.0,-3.0,44.0,-1.0,40.0,41.0,2.0,1.0
4703,37.0,0.0,77.0,0.0,-14.0,-30.0,40.0,92.0,52.0,1.0
4704,50.0,-1.0,77.0,-3.0,50.0,-5.0,27.0,28.0,0.0,1.0
4705,56.0,0.0,86.0,0.0,56.0,14.0,31.0,30.0,0.0,1.0
4706,45.0,-1.0,86.0,4.0,44.0,0.0,42.0,42.0,0.0,1.0
4707,45.0,0.0,86.0,1.0,44.0,-3.0,41.0,42.0,2.0,1.0
4708,55.0,0.0,79.0,0.0,16.0,5.0,23.0,63.0,40.0,4.0
4709,46.0,5.0,88.0,0.0,46.0,0.0,42.0,42.0,0.0,1.0
4710,51.0,0.0,109.0,2.0,52.0,9.0,58.0,58.0,0.0,1.0
4711,40.0,-4.0,106.0,0.0,38.0,0.0,65.0,67.0,2.0,1.0
4712,56.0,3.0,97.0,0.0,46.0,0.0,41.0,51.0,10.0,4.0
4713,79.0,0.0,83.0,0.0,-46.0,-24.0,4.0,130.0,126.0,5.0
4714,56.0,0.0,97.0,0.0,54.0,7.0,40.0,42.0,2.0,1.0
4715,82.0,0.0,85.0,0.0,-10.0,-8.0,3.0,95.0,92.0,5.0
4716,55.0,0.0,78.0,0.0,16.0,-16.0,23.0,63.0,40.0,4.0
4717,42.0,-5.0,83.0,0.0,42.0,0.0,40.0,41.0,2.0,1.0
4718,55.0,0.0,77.0,-3.0,16.0,-7.0,21.0,61.0,40.0,4.0
4719,50.0,0.0,85.0,0.0,50.0,0.0,36.0,36.0,0.0,1.0
4720,47.0,1.0,78.0,-2.0,46.0,0.0,31.0,32.0,0.0,1.0
4721,81.0,1.0,84.0,0.0,-22.0,-5.0,3.0,108.0,104.0,5.0
4722,37.0,0.0,79.0,0.0,16.0,-8.0,43.0,64.0,22.0,1.0
4723,43.0,-4.0,89.0,0.0,42.0,-21.0,46.0,48.0,2.0,1.0
4724,39.0,0.0,83.0,-7.0,38.0,0.0,44.0,44.0,0.0,1.0
4725,37.0,0.0,97.0,0.0,36.0,17.0,59.0,60.0,2.0,1.0
4726,56.0,1.0,83.0,0.0,56.0,5.0,27.0,26.0,0.0,1.0
4727,43.0,-1.0,77.0,-3.0,42.0,-12.0,34.0,36.0,2.0,1.0
4728,37.0,-4624.0,76.0,3.0,36.0,4.0,39.0,40.0,2.0,7.0
4729,37.0,0.0,106.0,0.0,28.0,-29.0,69.0,78.0,8.0,1.0
4730,37.0,0.0,93.0,0.0,10.0,-1.0,56.0,83.0,26.0,1.0
4731,45.0,0.0,82.0,0.0,46.0,11.0,37.0,35.0,0.0,1.0
4732,56.0,0.0,95.0,0.0,52.0,13.0,40.0,44.0,4.0,4.0
4733,37.0,0.0,81.0,0.0,28.0,-12.0,44.0,52.0,8.0,1.0
4734,37.0,0.0,106.0,0.0,18.0,5.0,69.0,88.0,18.0,1.0
4735,46.0,0.0,90.0,0.0,44.0,-30.0,44.0,46.0,2.0,1.0
4736,42.0,0.0,90.0,4.0,42.0,0.0,49.0,49.0,0.0,1.0
4737,51.0,-1.0,86.0,0.0,50.0,-7.0,36.0,37.0,2.0,1.0
4738,53.0,0.0,86.0,0.0,52.0,-1.0,33.0,34.0,2.0,1.0
4739,40.0,2.0,90.0,0.0,38.0,0.0,50.0,51.0,2.0,1.0
4740,37.0,0.0,80.0,0.0,20.0,-21.0,43.0,59.0,16.0,1.0
4741,37.0,0.0,77.0,0.0,8.0,11.0,40.0,69.0,28.0,1.0
4742,41.0,0.0,86.0,1.0,38.0,-4.0,46.0,48.0,2.0,1.0
4743,45.0,0.0,81.0,-4.0,44.0,0.0,36.0,37.0,2.0,1.0
4744,56.0,5.0,97.0,2.0,50.0,0.0,41.0,48.0,6.0,4.0
4745,56.0,0.0,97.0,0.0,42.0,-7.0,41.0,55.0,14.0,4.0
4746,48.0,0.0,89.0,7.0,46.0,0.0,41.0,42.0,2.0,1.0
4747,37.0,0.0,77.0,0.0,36.0,10.0,40.0,41.0,0.0,1.0
4748,45.0,-2.0,77.0,0.0,44.0,-22.0,32.0,34.0,2.0,1.0
4749,37.0,0.0,79.0,0.0,-2.0,0.0,42.0,81.0,40.0,1.0
4750,49.0,0.0,95.0,-5.0,46.0,-19.0,46.0,48.0,2.0,1.0
4751,37.0,0.0,77.0,-1.0,-20.0,8.0,41.0,98.0,58.0,1.0
4752,38.0,0.0,105.0,-2.0,38.0,-3.0,67.0,66.0,0.0,1.0
4753,80.0,0.0,84.0,1.0,-42.0,0.0,5.0,128.0,124.0,5.0
4754,55.0,-1.0,95.0,0.0,42.0,-19.0,40.0,54.0,14.0,4.0
4755,55.0,0.0,92.0,0.0,28.0,-15.0,36.0,63.0,28.0,4.0
4756,42.0,-2.0,80.0,0.0,42.0,0.0,38.0,39.0,2.0,1.0
4757,37.0,0.0,76.0,-3.0,24.0,15.0,39.0,52.0,14.0,1.0
4758,44.0,-2.0,81.0,8.0,44.0,0.0,37.0,37.0,0.0,1.0
4759,48.0,-3.0,83.0,0.0,46.0,-3.0,35.0,37.0,2.0,1.0
4760,44.0,-1.0,86.0,0.0,44.0,1.0,43.0,42.0,0.0,1.0
4761,46.0,0.0,76.0,2.0,44.0,-28.0,30.0,32.0,2.0,1.0
4762,56.0,0.0,96.0,0.0,56.0,15.0,40.0,39.0,0.0,1.0
4763,56.0,4.0,95.0,0.0,50.0,0.0,40.0,46.0,6.0,4.0
4764,45.0,-2.0,88.0,5.0,44.0,-22.0,43.0,44.0,2.0,1.0
4765,37.0,0.0,80.0,-1.0,38.0,11.0,43.0,41.0,0.0,1.0
4766,56.0,0.0,95.0,0.0,50.0,-6.0,40.0,46.0,6.0,4.0
4767,51.0,0.0,91.0,0.0,52.0,3.0,40.0,39.0,0.0,1.0
4768,54.0,3.0,81.0,0.0,54.0,0.0,28.0,27.0,0.0,1.0
4769,59.0,-1.0,108.0,-7.0,56.0,-18.0,49.0,51.0,2.0,1.0
4770,37.0,-4.0,77.0,0.0,36.0,0.0,40.0,41.0,0.0,1.0
4771,40.0,-1.0,81.0,1.0,38.0,0.0,41.0,42.0,2.0,1.0
4772,51.0,0.0,81.0,0.0,52.0,4.0,29.0,29.0,0.0,1.0
4773,43.0,-1.0,75.0,0.0,44.0,15.0,32.0,31.0,0.0,1.0
4774,48.0,5.0,76.0,0.0,46.0,0.0,28.0,30.0,2.0,1.0
4775,45.0,0.0,81.0,0.0,44.0,-26.0,36.0,37.0,2.0,1.0
4776,45.0,-1.0,86.0,0.0,46.0,21.0,41.0,40.0,0.0,1.0
4777,44.0,0.0,90.0,-2.0,44.0,0.0,46.0,46.0,0.0,1.0
4778,37.0,-1.0,106.0,0.0,34.0,2.0,69.0,72.0,4.0,1.0
4779,56.0,3.0,95.0,0.0,42.0,-10.0,40.0,54.0,14.0,4.0
4780,55.0,0.0,78.0,0.0,8.0,2.0,23.0,70.0,48.0,4.0
4781,55.0,0.0,77.0,0.0,2.0,-2.0,22.0,75.0,52.0,4.0
4782,37.0,-4.0,76.0,0.0,20.0,0.0,40.0,55.0,16.0,1.0
4783,55.0,-1.0,97.0,-2.0,42.0,-4.0,42.0,56.0,14.0,4.0
4784,41.0,-5.0,77.0,0.0,38.0,-17.0,37.0,39.0,2.0,1.0
4785,43.0,0.0,77.0,0.0,42.0,-10.0,34.0,36.0,2.0,1.0
4786,41.0,0.0,81.0,2.0,42.0,25.0,40.0,39.0,0.0,1.0
4787,77.0,-4.0,81.0,0.0,-40.0,0.0,4.0,123.0,118.0,5.0
4788,37.0,0.0,76.0,0.0,34.0,-3.0,39.0,42.0,2.0,1.0
4789,41.0,0.0,77.0,0.0,38.0,-16.0,36.0,38.0,2.0,1.0
4790,37.0,0.0,76.0,0.0,20.0,-23.0,40.0,55.0,16.0,1.0
4791,44.0,-2.0,100.0,0.0,44.0,0.0,56.0,56.0,0.0,1.0
4792,53.0,-5.0,81.0,0.0,52.0,-24.0,28.0,29.0,2.0,1.0
4793,44.0,-1.0,86.0,0.0,44.0,0.0,43.0,42.0,0.0,1.0
4794,45.0,-2.0,87.0,0.0,44.0,-18.0,42.0,43.0,2.0,1.0
4795,55.0,0.0,77.0,0.0,24.0,5.0,22.0,54.0,32.0,4.0
4796,56.0,-1.0,86.0,0.0,56.0,0.0,31.0,30.0,0.0,1.0
4797,50.0,3.0,86.0,-1.0,50.0,0.0,36.0,37.0,2.0,1.0
4798,49.0,-1.0,81.0,0.0,46.0,-16.0,33.0,35.0,2.0,1.0
4799,38.0,1.0,77.0,0.0,38.0,6.0,39.0,38.0,0.0,1.0
4800,46.0,-3.0,81.0,0.0,46.0,0.0,35.0,34.0,0.0,1.0
4801,37.0,-107.0,77.0,0.0,20.0,0.0,40.0,56.0,16.0,3.0
4802,41.0,0.0,75.0,0.0,38.0,-8.0,34.0,36.0,2.0,1.0
4803,55.0,0.0,92.0,0.0,30.0,-29.0,37.0,61.0,24.0,4.0
4804,55.0,0.0,79.0,0.0,18.0,-24.0,23.0,61.0,38.0,4.0
4805,43.0,0.0,81.0,-4.0,42.0,-1.0,37.0,39.0,2.0,1.0
4806,44.0,0.0,79.0,-3.0,42.0,2.0,36.0,38.0,2.0,1.0
4807,49.0,5.0,83.0,0.0,50.0,6.0,34.0,34.0,0.0,1.0
4808,47.0,0.0,95.0,0.0,46.0,0.0,48.0,49.0,0.0,1.0
4809,43.0,0.0,81.0,-4.0,44.0,30.0,37.0,37.0,0.0,1.0
4810,51.0,1.0,82.0,2.0,50.0,-23.0,31.0,33.0,2.0,1.0
4811,59.0,0.0,87.0,0.0,60.0,20.0,28.0,28.0,0.0,1.0
4812,41.0,0.0,86.0,-1.0,38.0,-1.0,45.0,47.0,2.0,1.0
4813,42.0,0.0,83.0,0.0,42.0,0.0,41.0,42.0,0.0,1.0
4814,105.0,-5.0,106.0,-7.0,70.0,0.0,1.0,36.0,34.0,5.0
4815,56.0,3.0,98.0,0.0,38.0,-13.0,42.0,59.0,18.0,4.0
4816,45.0,0.0,93.0,0.0,44.0,-3.0,48.0,50.0,2.0,1.0
4817,41.0,1.0,83.0,0.0,38.0,-1.0,42.0,44.0,2.0,1.0
4818,51.0,0.0,82.0,0.0,52.0,18.0,31.0,30.0,0.0,1.0
4819,49.0,4.0,107.0,0.0,50.0,10.0,58.0,58.0,0.0,1.0
4820,37.0,0.0,81.0,0.0,24.0,-24.0,45.0,58.0,14.0,1.0
4821,43.0,0.0,95.0,-1.0,42.0,-14.0,52.0,54.0,2.0,1.0
4822,37.0,0.0,78.0,-1.0,16.0,0.0,41.0,63.0,22.0,1.0
4823,56.0,0.0,77.0,1.0,0.0,1.0,22.0,77.0,56.0,4.0
4824,37.0,0.0,77.0,0.0,28.0,7.0,40.0,48.0,8.0,1.0
4825,49.0,0.0,107.0,0.0,46.0,-19.0,58.0,60.0,2.0,1.0
4826,37.0,0.0,76.0,0.0,28.0,-7.0,39.0,47.0,8.0,1.0
4827,102.0,0.0,103.0,0.0,70.0,-25.0,1.0,33.0,32.0,5.0
4828,51.0,1.0,80.0,0.0,52.0,18.0,29.0,28.0,0.0,1.0
4829,53.0,0.0,79.0,0.0,54.0,12.0,26.0,24.0,0.0,1.0
4830,49.0,-5.0,77.0,0.0,50.0,0.0,28.0,28.0,0.0,1.0
4831,37.0,0.0,78.0,0.0,2.0,-18.0,42.0,75.0,34.0,1.0
4832,55.0,1.0,84.0,0.0,54.0,-2.0,29.0,30.0,2.0,1.0
4833,55.0,0.0,79.0,-1.0,-4.0,10.0,24.0,85.0,60.0,4.0
4834,43.0,0.0,86.0,-2.0,42.0,0.0,43.0,45.0,2.0,1.0
4835,41.0,1.0,82.0,0.0,38.0,-26.0,41.0,43.0,2.0,1.0
4836,39.0,-3.0,78.0,-1.0,38.0,0.0,39.0,39.0,0.0,1.0
4837,51.0,1.0,86.0,0.0,50.0,-25.0,35.0,37.0,2.0,1.0
4838,41.0,2.0,93.0,0.0,38.0,0.0,53.0,55.0,2.0,1.0
4839,55.0,0.0,98.0,0.0,50.0,-18.0,42.0,49.0,6.0,4.0
4840,52.0,-4.0,82.0,0.0,52.0,0.0,30.0,30.0,0.0,1.0
4841,51.0,0.0,102.0,0.0,50.0,-20.0,51.0,53.0,2.0,1.0
4842,48.0,0.0,77.0,0.0,46.0,0.0,29.0,30.0,2.0,1.0
4843,42.0,0.0,81.0,1.0,42.0,0.0,40.0,40.0,0.0,1.0
4844,79.0,0.0,83.0,0.0,-40.0,-6.0,4.0,125.0,120.0,5.0
4845,43.0,-4.0,89.0,0.0,44.0,8.0,46.0,45.0,0.0,1.0
4846,43.0,-1.0,85.0,0.0,42.0,-17.0,42.0,44.0,2.0,1.0
4847,43.0,2.0,86.0,-1.0,42.0,0.0,43.0,45.0,2.0,1.0
4848,45.0,-5.0,81.0,0.0,44.0,-3.0,36.0,37.0,2.0,1.0
4849,49.0,0.0,81.0,0.0,50.0,24.0,32.0,32.0,0.0,1.0
4850,41.0,0.0,86.0,0.0,42.0,10.0,46.0,45.0,0.0,1.0
4851,54.0,0.0,83.0,0.0,54.0,0.0,29.0,29.0,0.0,1.0
4852,83.0,0.0,86.0,0.0,-4.0,14.0,3.0,92.0,88.0,5.0
4853,54.0,0.0,81.0,-5.0,54.0,0.0,27.0,27.0,0.0,1.0
4854,53.0,1.0,86.0,0.0,54.0,9.0,33.0,32.0,0.0,1.0
4855,37.0,0.0,81.0,0.0,16.0,16.0,44.0,65.0,22.0,1.0
4856,37.0,0.0,94.0,0.0,10.0,6.0,57.0,84.0,28.0,1.0
4857,55.0,0.0,78.0,0.0,16.0,5.0,23.0,63.0,40.0,4.0
4858,40.0,0.0,88.0,-2.0,38.0,0.0,48.0,50.0,2.0,1.0
4859,45.0,-5.0,77.0,0.0,44.0,-16.0,31.0,33.0,2.0,1.0
4860,37.0,-80.0,106.0,-1.0,30.0,1.0,69.0,75.0,6.0,3.0
4861,52.0,-3.0,87.0,0.0,52.0,0.0,35.0,35.0,0.0,1.0
4862,37.0,0.0,90.0,0.0,36.0,0.0,53.0,54.0,2.0,1.0
4863,78.0,0.0,82.0,0.0,-46.0,0.0,4.0,128.0,124.0,5.0
4864,53.0,0.0,86.0,-1.0,54.0,11.0,33.0,32.0,0.0,1.0
4865,42.0,2.0,84.0,0.0,42.0,0.0,42.0,43.0,0.0,1.0
4866,43.0,0.0,86.0,0.0,44.0,17.0,42.0,42.0,0.0,1.0
4867,55.0,0.0,77.0,-2.0,24.0,0.0,22.0,54.0,32.0,4.0
4868,45.0,-1.0,81.0,0.0,46.0,19.0,36.0,35.0,0.0,1.0
4869,55.0,-2.0,81.0,-8.0,54.0,-11.0,26.0,27.0,0.0,1.0
4870,44.0,0.0,75.0,0.0,44.0,15.0,31.0,31.0,0.0,1.0
4871,43.0,0.0,83.0,-2.0,44.0,28.0,40.0,39.0,0.0,1.0
4872,37.0,3.0,77.0,0.0,36.0,0.0,40.0,41.0,0.0,1.0
4873,42.0,0.0,79.0,-5.0,42.0,0.0,38.0,38.0,0.0,1.0
4874,44.0,1.0,76.0,0.0,44.0,6.0,32.0,32.0,0.0,1.0
4875,37.0,0.0,78.0,0.0,18.0,7.0,42.0,60.0,18.0,1.0
4876,44.0,0.0,76.0,1.0,42.0,-24.0,32.0,34.0,2.0,1.0
4877,55.0,0.0,79.0,-1.0,18.0,-3.0,23.0,61.0,38.0,4.0
4878,82.0,0.0,86.0,-2.0,-40.0,9.0,4.0,128.0,124.0,5.0
4879,41.0,92.0,78.0,0.0,38.0,0.0,37.0,39.0,2.0,1.0
4880,45.0,0.0,81.0,0.0,44.0,-8.0,36.0,37.0,2.0,1.0
4881,49.0,0.0,87.0,-3.0,46.0,-7.0,38.0,41.0,2.0,1.0
4882,37.0,0.0,76.0,6.0,28.0,-24.0,40.0,48.0,8.0,1.0
4883,45.0,0.0,80.0,0.0,46.0,8.0,35.0,34.0,0.0,1.0
4884,42.0,3.0,79.0,4.0,42.0,0.0,37.0,38.0,0.0,1.0
4885,46.0,3.0,86.0,0.0,46.0,2.0,40.0,39.0,0.0,1.0
4886,46.0,0.0,82.0,0.0,44.0,-18.0,36.0,38.0,2.0,1.0
4887,37.0,0.0,105.0,0.0,18.0,16.0,68.0,87.0,18.0,1.0
4888,44.0,3.0,79.0,6.0,44.0,2.0,35.0,35.0,0.0,1.0
4889,55.0,0.0,78.0,0.0,16.0,-2.0,23.0,63.0,40.0,4.0
4890,56.0,-2.0,84.0,0.0,54.0,-18.0,28.0,30.0,2.0,1.0
4891,56.0,0.0,86.0,-2.0,56.0,0.0,29.0,29.0,0.0,1.0
4892,37.0,0.0,78.0,0.0,16.0,2.0,42.0,63.0,22.0,1.0
4893,44.0,0.0,86.0,0.0,42.0,-24.0,42.0,44.0,2.0,1.0
4894,46.0,1.0,84.0,0.0,46.0,15.0,38.0,37.0,0.0,1.0
4895,53.0,2.0,86.0,0.0,54.0,0.0,32.0,32.0,0.0,1.0
4896,49.0,-1.0,78.0,0.0,50.0,6.0,29.0,29.0,0.0,1.0
4897,46.0,0.0,76.0,3.0,46.0,4.0,30.0,30.0,0.0,1.0
4898,45.0,0.0,79.0,0.0,46.0,20.0,33.0,32.0,0.0,1.0
4899,37.0,0.0,82.0,-7.0,34.0,0.0,45.0,48.0,4.0,1.0
4900,37.0,0.0,103.0,0.0,20.0,14.0,66.0,82.0,16.0,1.0
4901,41.0,0.0,83.0,3.0,38.0,-8.0,42.0,44.0,2.0,1.0
4902,41.0,-2.0,86.0,0.0,38.0,-17.0,45.0,47.0,2.0,1.0
4903,38.0,1.0,77.0,0.0,36.0,-20.0,39.0,41.0,2.0,1.0
4904,37.0,0.0,80.0,8.0,34.0,0.0,43.0,46.0,2.0,1.0
4905,50.0,3.0,82.0,-6.0,50.0,0.0,32.0,33.0,2.0,1.0
4906,48.0,0.0,83.0,-3.0,46.0,0.0,35.0,37.0,2.0,1.0
4907,56.0,0.0,93.0,-1.0,50.0,0.0,37.0,44.0,6.0,4.0
4908,42.0,0.0,77.0,-19.0,42.0,0.0,35.0,36.0,2.0,1.0
4909,50.0,-2.0,81.0,0.0,50.0,0.0,32.0,32.0,0.0,1.0
4910,42.0,4.0,86.0,1.0,42.0,0.0,44.0,45.0,2.0,1.0
4911,56.0,0.0,77.0,0.0,-4.0,-9.0,21.0,82.0,62.0,4.0
4912,49.0,0.0,82.0,0.0,46.0,-3.0,33.0,35.0,2.0,1.0
4913,43.0,-2.0,109.0,0.0,42.0,0.0,66.0,67.0,2.0,1.0
4914,57.0,0.0,81.0,6.0,56.0,0.0,24.0,24.0,0.0,1.0
4915,41.0,0.0,93.0,0.0,42.0,2.0,52.0,52.0,0.0,1.0
4916,45.0,1.0,87.0,4.0,44.0,0.0,42.0,43.0,2.0,1.0
4917,102.0,0.0,103.0,0.0,72.0,6.0,1.0,31.0,30.0,5.0
4918,54.0,0.0,87.0,-7.0,54.0,0.0,33.0,33.0,0.0,1.0
4919,44.0,0.0,86.0,-4.0,44.0,2.0,42.0,42.0,0.0,1.0
4920,36.0,-1.0,82.0,0.0,36.0,0.0,46.0,46.0,0.0,1.0
4921,50.0,4.0,88.0,6.0,50.0,0.0,37.0,39.0,2.0,1.0
4922,44.0,4.0,85.0,0.0,42.0,-21.0,41.0,44.0,2.0,1.0
4923,44.0,0.0,82.0,0.0,44.0,0.0,38.0,38.0,0.0,1.0
4924,49.0,0.0,88.0,0.0,50.0,17.0,39.0,39.0,0.0,1.0
4925,37.0,0.0,78.0,0.0,20.0,15.0,42.0,57.0,16.0,1.0
4926,37.0,0.0,104.0,-4.0,16.0,-18.0,67.0,88.0,22.0,1.0
4927,37.0,0.0,104.0,0.0,18.0,11.0,66.0,86.0,20.0,1.0
4928,37.0,0.0,98.0,1.0,30.0,-21.0,61.0,67.0,6.0,1.0
4929,42.0,0.0,86.0,6.0,42.0,0.0,43.0,44.0,2.0,1.0
4930,37.0,0.0,80.0,0.0,20.0,8.0,43.0,59.0,16.0,1.0
